2
188
1
1
1
5
1	
0	
Tipo_Ia
Tipo_NaoIa
0.643633	17.607	28.4944	16.3263	-5.10381	
0.3662	8.45776	30.2818	17.1758	-3.39597	
0.12466	-1.99217	29.9945	17.6641	-1.11322	
-0.119904	-13.9184	27.5261	17.798	1.7856	
-0.462224	-23.1619	22.1447	17.7363	4.40289	
-0.709163	-31.0198	14.7526	17.221	7.08397	
-0.651503	-35.5298	6.49681	16.4309	8.84506	
-0.639952	-37.6499	-1.87498	15.2611	10.1871	
-0.656069	-37.5507	-9.43898	13.9203	10.5249	
-0.240823	-34.0953	-15.0287	12.7714	10.0805	
-0.0751061	-28.5624	-18.1451	11.5802	9.12938	
0.359088	-21.3175	-18.9259	10.5063	7.85212	
0.653744	-14.498	-17.3592	9.47638	6.46683	
0.707402	-8.26415	-13.0305	8.51416	4.95774	
0.819936	-2.59286	-5.9136	8.09855	3.57857	
0.883648	2.77561	1.54085	7.4086	2.36336	
0.719702	7.53563	9.23493	7.30848	1.20211	
0.483642	11.0812	16.2647	7.43103	0.0306925	
0.0485836	13.9159	22.2933	7.5567	-1.10322	
-0.303468	16.2289	26.2102	7.7345	-2.24553	
-0.758746	18.3991	27.6179	7.41051	-3.2321	
-1.31396	20.4262	26.9538	7.14815	-4.24136	
-1.67312	22.0929	24.2735	6.84496	-5.07349	
-2.1514	23.5874	20.9212	6.23645	-5.53983	
-2.46571	23.4905	16.1314	5.16029	-5.47205	
-2.7398	20.6671	10.397	3.76025	-4.88133	
-3.17719	15.5832	4.77733	2.3445	-3.54113	
-3.35042	9.3449	-0.41535	1.3439	-1.80294	
-3.47061	2.13793	-5.47943	0.331484	0.558211	
-3.41975	-6.79415	-9.91807	-0.634706	2.90748	
-3.64479	-15.1576	-13.8588	-1.47084	5.31456	
-3.6741	-22.4127	-18.5598	-2.44701	7.56454	
-4.00151	-26.4241	-24.1142	-3.35684	9.67904	
-4.07964	-28.0719	-29.8826	-5.30801	11.0947	
-4.19913	-26.5384	-34.6316	-7.68804	11.6597	
-4.40332	-22.4488	-37.5144	-10.3433	11.7128	
-4.29794	-16.9313	-37.6606	-13.4244	10.9982	
-4.13925	-12.4917	-35.6269	-16.1836	10.1707	
-3.99713	-9.47662	-30.9015	-18.0464	8.95097	
-3.55591	-8.55073	-24.0146	-18.9965	7.71973	
-3.18595	-9.5737	-15.7784	-18.6521	6.69661	
-2.51558	-11.9888	-8.83422	-17.085	5.74523	
-1.59879	-17.6125	-3.39231	-14.492	4.94442	
-0.764803	-25.6921	-0.249091	-11.1414	4.79792	
0.215455	-34.1867	0.0122758	-7.72042	5.00653	
1.1172	-40.109	-1.58816	-4.37191	5.43905	
1.90013	-44.2732	-4.67869	-1.41758	6.41395	
2.80019	-43.7102	-7.24425	0.822771	7.51319	
3.21781	-40.9621	-9.92115	2.5772	8.83613	
3.65429	-34.8037	-11.4018	3.68986	10.2724	
3.92207	-27.308	-11.4498	4.13931	11.5262	
3.87224	-18.3795	-10.5028	3.30007	12.2296	
3.62197	-7.13507	-8.703	1.49694	12.3349	
3.39667	3.55635	-5.33756	-1.40967	11.6734	
2.91018	12.6701	-0.775543	-5.2165	10.16	
2.60782	18.437	3.9141	-9.12507	7.99786	
2.11579	20.4936	7.48203	-13.1271	5.49359	
1.53019	19.0691	9.27503	-16.3258	2.5188	
1.16654	13.0952	9.36015	-18.6965	-0.0459685	
0.607097	4.60292	7.66781	-19.6263	-2.13429	
0.0675591	-4.5562	4.08594	-19.0951	-3.75732	
-0.533951	-12.4239	-1.50373	-17.0833	-4.35078	
-1.25127	-16.2362	-9.12817	-13.8808	-4.10161	
-1.75764	-16.1248	-16.9218	-10.0182	-3.55978	
-2.22829	-12.6936	-23.8635	-5.94864	-2.71891	
-2.68271	-6.84108	-29.4478	-2.24281	-1.98123	
-2.91778	-0.109771	-32.9888	0.794419	-1.38176	
-2.96984	6.18737	-33.5763	1.96268	-1.02526	
-2.75842	10.7039	-32.123	1.54302	-1.19811	
-2.60925	12.6345	-28.3592	-0.514941	-1.78638	
-2.31067	12.1477	-22.09	-2.75836	-2.72515	
-1.7921	9.43365	-14.8349	-4.52521	-3.95213	
-1.35382	4.37354	-6.76645	-5.87981	-5.33909	
-0.889051	-2.62899	1.16139	-6.70718	-6.80089	
-0.459928	-10.268	7.49975	-6.4679	-7.64583	
-0.290879	-16.5467	11.9221	-5.04281	-8.27673	
-0.0326061	-21.7516	14.7448	-3.07572	-8.63507	
0.0291572	-23.4996	15.4185	-0.713439	-8.51656	
-0.0410641	-20.6499	13.3647	1.70613	-8.20174	
0.0428291	-12.3798	8.99552	4.43573	-7.78072	
-0.0307239	-0.390257	2.82794	7.04766	-7.09929	
-0.297724	12.8113	-4.10363	9.23249	-6.39906	
-0.502768	25.8014	-11.2123	10.6081	-5.70475	
-0.751744	36.7446	-16.7572	11.8101	-4.98742	
-1.00566	43.823	-20.0387	12.8038	-4.51308	
-1.21244	44.2628	-21.3626	13.6749	-3.99559	
-1.56354	38.3449	-20.4844	15.0645	-3.45304	
-1.90866	26.418	-18.4939	16.3734	-2.95647	
-2.11053	9.78762	-15.4961	17.6048	-2.55624	
-2.48658	-8.49933	-11.366	18.6938	-2.21899	
-2.51242	-24.0779	-6.37947	19.3342	-1.93479	
-2.73363	-32.4922	-0.865558	19.2782	-1.97898	
-2.55168	-30.5768	4.76625	18.3609	-2.39125	
-2.49545	-16.5598	10.877	16.872	-3.42628	
-2.21618	3.29985	16.6506	14.8857	-4.66136	
-1.86566	25.3993	22.3832	12.2178	-6.22104	
-1.50079	45.647	27.9869	9.03958	-7.65132	
-1.10445	60.6897	34.1241	5.72516	-8.99201	
-0.799529	67.6927	40.065	2.54028	-9.88111	
-0.703115	67.0409	45.8226	-0.389736	-10.0129	
-0.728578	59.4616	50.2771	-2.70403	-9.57595	
-0.745594	46.0448	52.5267	-4.56431	-8.25583	
-0.884633	29.0532	51.8871	-6.29972	-6.19058	
-1.10397	9.75846	47.3819	-7.7147	-3.43125	
-1.34997	-9.59914	40.1674	-8.64019	-0.615985	
-1.60944	-25.6162	31.5254	-9.28898	2.08609	
-1.85211	-36.9958	22.519	-9.47531	4.60078	
-2.16074	-44.3788	14.4513	-9.32228	6.22234	
-2.26509	-46.1335	7.66053	-8.86332	7.1184	
-2.49048	-42.5905	2.57482	-8.44817	7.39606	
-2.74433	-34.1057	-0.931515	-8.02039	6.6212	
-2.69353	-22.2867	-4.28538	-7.88756	5.57738	
-2.78648	-9.63253	-7.82967	-8.0866	3.93401	
-2.88606	2.9597	-12.0403	-8.63511	2.31422	
-3.02036	13.8418	-17.0847	-9.17881	1.0243	
-2.89508	21.522	-22.8927	-9.68428	-0.0487117	
-2.87732	25.4426	-28.8151	-10.3441	-0.397724	
-2.62344	25.7656	-32.6179	-10.8443	-0.768236	
-2.49235	23.3653	-33.388	-11.3596	-0.731904	
-2.2588	19.5754	-30.8565	-11.5558	-0.757634	
-2.08933	16.5228	-24.7376	-12.3029	-0.85912	
-1.83793	12.6263	-15.9156	-13.5257	-1.20557	
-1.64807	14.0073	-5.28189	-14.4507	-1.62722	
-1.71377	15.6444	4.64903	-15.423	-2.0701	
-1.74929	14.7769	11.71	-17.108	-2.28056	
-2.06612	14.7949	14.1344	-18.1142	-2.48689	
-2.31964	18.727	11.1046	-17.5271	-2.66557	
-2.55663	25.8075	4.55048	-14.8615	-2.69848	
-2.57972	33.4613	-3.95268	-10.4969	-2.88725	
-2.70281	38.6622	-13.8156	-5.16894	-2.98861	
-2.6734	37.7896	-23.0122	-0.19348	-2.91103	
-2.41304	27.988	-30.573	3.86955	-2.57635	
-2.24383	11.3718	-35.0363	6.37996	-2.08305	
-1.83272	-6.84991	-34.7298	8.06968	-1.67076	
-1.17554	-22.6803	-30.025	9.38498	-1.75589	
-0.360374	-31.7054	-21.3098	10.8139	-1.79819	
0.614881	-31.9661	-10.337	12.4653	-2.28676	
1.86491	-24.4182	0.896131	13.6005	-2.83986	
2.90057	-13.8955	11.4654	13.2082	-3.31275	
3.88966	-4.02262	19.7707	11.0948	-3.45478	
4.89873	-0.915534	25.7809	6.56632	-3.28331	
5.40721	-4.35195	29.0972	1.75075	-2.4275	
5.68253	-13.4545	30.3144	-1.77209	-1.51038	
5.71321	-22.2059	29.6228	0.119387	-0.491242	
5.46621	-22.5327	26.7069	10.4074	0.462787	
5.45927	-4.31752	21.4413	32.8018	0.73292	
37.5989	
2.90883	
-43.2884	
-6.98857	
-34.1142	
2.52806	
